WBID,year,method,Angler_days
00200CAMB,1992,VILQ,969
00200CAMB,2017,VILQ,392
00209CAMB,1989,VILQ,0
00209CAMB,2011,VILQ,0
00209CAMB,1986,VILQ,10
00209CAMB,2022,VILQ,0
00209CAMB,1992,VILQ,0
00209CAMB,2017,VILQ,0
00209CAMB,2002,VILQ,0
00188CAMB,1992,VILQ,581
00188CAMB,2006,VILQ,455
00188CAMB,2002,VILQ,375
00188CAMB,2017,VILQ,71
00188CAMB,2011,VILQ,218
00188CAMB,2022,VILQ,286
00188CAMB,1986,VILQ,745
00188CAMB,1989,VILQ,1479
00169CAMB,2022,VILQ,0
00169CAMB,2011,VILQ,0
00169CAMB,2017,VILQ,0
00144CAMB,2022,VILQ,0
00144CAMB,2017,VILQ,0
00144CAMB,2011,VILQ,0
00130CAMB,2006,VILQ,159
00130CAMB,1992,VILQ,144
00130CAMB,1989,VILQ,60
00130CAMB,2017,VILQ,178
00130CAMB,2011,VILQ,73
00130CAMB,2002,VILQ,83
00130CAMB,1986,VILQ,115
00130CAMB,2022,VILQ,41
00924SALM,1989,VILQ,0
00924SALM,2017,VILQ,0
00924SALM,2011,VILQ,0
00924SALM,1992,VILQ,6
00924SALM,1986,VILQ,30
00924SALM,2002,VILQ,0
00924SALM,2022,VILQ,0
00161CAMB,2011,VILQ,327
00161CAMB,2022,VILQ,82
00161CAMB,1989,VILQ,185
00161CAMB,2017,VILQ,143
00161CAMB,1992,VILQ,113
00161CAMB,2006,VILQ,330
00161CAMB,1986,VILQ,75
00161CAMB,2002,VILQ,83
00121CAMB,2006,VILQ,761
00121CAMB,2022,VILQ,941
00121CAMB,1992,VILQ,1413
00121CAMB,1986,VILQ,1025
00121CAMB,1989,VILQ,1986
00121CAMB,2002,VILQ,1573
00121CAMB,2011,VILQ,545
00121CAMB,2017,VILQ,642
00108CAMB,2017,VILQ,0
00108CAMB,2011,VILQ,0
00108CAMB,2022,VILQ,0
00126CAMB,2017,VILQ,2640
00126CAMB,2006,VILQ,1489
00126CAMB,2011,VILQ,2432
00126CAMB,2002,VILQ,2010
00126CAMB,1989,VILQ,894
00126CAMB,2022,VILQ,2619
00126CAMB,1992,VILQ,731
00126CAMB,1986,VILQ,865
00920SALM,1986,VILQ,60
00920SALM,2002,VILQ,0
00920SALM,1989,VILQ,6
00920SALM,1992,VILQ,38
00920SALM,2022,VILQ,0
00920SALM,2011,VILQ,0
00920SALM,2006,VILQ,23
00920SALM,2017,VILQ,0
00107CAMB,1992,VILQ,38
00107CAMB,1986,VILQ,0
00107CAMB,2022,VILQ,1760
00107CAMB,2006,VILQ,1273
00107CAMB,2017,VILQ,856
00107CAMB,2011,VILQ,399
00107CAMB,1989,VILQ,6
00107CAMB,2002,VILQ,427
00095CAMB,2002,VILQ,750
00095CAMB,1986,VILQ,385
00095CAMB,1992,VILQ,500
00095CAMB,2022,VILQ,778
00095CAMB,2006,VILQ,534
00095CAMB,2011,VILQ,472
00095CAMB,1989,VILQ,280
00095CAMB,2017,VILQ,535
00058CAMB,1992,VILQ,2419
00058CAMB,2011,VILQ,4574
00058CAMB,2017,VILQ,3389
00058CAMB,2022,VILQ,4010
00058CAMB,2006,VILQ,7136
00058CAMB,1986,VILQ,4340
00058CAMB,2002,VILQ,7094
00058CAMB,1989,VILQ,5486
00078CAMB,1992,VILQ,1913
00078CAMB,2011,VILQ,1016
00078CAMB,2017,VILQ,1070
00078CAMB,1989,VILQ,811
00078CAMB,2022,VILQ,655
00078CAMB,2002,VILQ,3188
00078CAMB,2006,VILQ,1341
00078CAMB,1986,VILQ,845
00471PARK,2022,VILQ,0
00471PARK,2017,VILQ,0
00471PARK,1992,VILQ,50
00471PARK,1989,VILQ,36
00471PARK,2002,VILQ,0
00471PARK,1986,VILQ,10
00471PARK,2011,VILQ,0
00872SALM,1992,VILQ,69
00872SALM,2017,VILQ,0
00872SALM,2011,VILQ,0
00872SALM,1986,VILQ,15
00872SALM,2022,VILQ,41
00872SALM,2002,VILQ,31
00872SALM,2006,VILQ,125
00872SALM,1989,VILQ,6
00864SALM,2017,VILQ,0
00864SALM,1989,VILQ,0
00864SALM,1992,VILQ,0
00864SALM,1986,VILQ,5
00864SALM,2011,VILQ,0
00864SALM,2002,VILQ,0
00864SALM,2022,VILQ,0
00072CAMB,2017,VILQ,36
00072CAMB,2002,VILQ,21
00072CAMB,1989,VILQ,6
00072CAMB,1992,VILQ,31
00072CAMB,2022,VILQ,0
00072CAMB,2006,VILQ,57
00072CAMB,2011,VILQ,73
00072CAMB,1986,VILQ,15
00865SALM,2006,VILQ,148
00865SALM,1989,VILQ,101
00865SALM,2017,VILQ,250
00865SALM,1992,VILQ,113
00865SALM,2022,VILQ,82
00865SALM,2002,VILQ,0
00865SALM,1986,VILQ,150
00865SALM,2011,VILQ,109
00063CAMB,2022,VILQ,0
00063CAMB,1992,VILQ,6
00063CAMB,2017,VILQ,0
00063CAMB,2002,VILQ,0
00063CAMB,2011,VILQ,36
00063CAMB,1989,VILQ,24
00063CAMB,1986,VILQ,55
00044CAMB,1986,VILQ,40
00044CAMB,2002,VILQ,219
00044CAMB,1992,VILQ,188
00044CAMB,2006,VILQ,341
00044CAMB,2011,VILQ,36
00044CAMB,2022,VILQ,123
00044CAMB,1989,VILQ,101
00044CAMB,2017,VILQ,36
00796SALM,1989,VILQ,66
00796SALM,1992,VILQ,0
00796SALM,2011,VILQ,0
00796SALM,1986,VILQ,0
00796SALM,2002,VILQ,10
00796SALM,2017,VILQ,0
00796SALM,2022,VILQ,0
00803SALM,1992,VILQ,125
00803SALM,2002,VILQ,63
00803SALM,1989,VILQ,48
00803SALM,2022,VILQ,0
00803SALM,2017,VILQ,0
00803SALM,2011,VILQ,0
00803SALM,1986,VILQ,45
00045CAMB,1989,VILQ,66
00045CAMB,2006,VILQ,102
00045CAMB,2011,VILQ,73
00045CAMB,2017,VILQ,36
00045CAMB,1986,VILQ,5
00045CAMB,2002,VILQ,188
00045CAMB,1992,VILQ,69
00045CAMB,2022,VILQ,41
00040CAMB,1986,VILQ,270
00040CAMB,2006,VILQ,545
00040CAMB,2011,VILQ,182
00040CAMB,1989,VILQ,298
00040CAMB,2017,VILQ,143
00040CAMB,2002,VILQ,271
00040CAMB,1992,VILQ,388
00040CAMB,2022,VILQ,246
00039CAMB,2006,VILQ,432
00039CAMB,2022,VILQ,123
00039CAMB,1986,VILQ,530
00039CAMB,1989,VILQ,566
00039CAMB,2002,VILQ,479
00039CAMB,2011,VILQ,762
00039CAMB,2017,VILQ,214
00039CAMB,1992,VILQ,381
00053CAMB,1992,VILQ,225
00053CAMB,2011,VILQ,73
00053CAMB,1986,VILQ,45
00053CAMB,2006,VILQ,57
00053CAMB,1989,VILQ,131
00053CAMB,2002,VILQ,104
00053CAMB,2022,VILQ,41
00053CAMB,2017,VILQ,36
00089SALM,1986,VILQ,5
00089SALM,2017,VILQ,0
00089SALM,2011,VILQ,0
00089SALM,1992,VILQ,0
00089SALM,1989,VILQ,0
00089SALM,2002,VILQ,0
00089SALM,2022,VILQ,0
00043CAMB,1989,VILQ,107
00043CAMB,2006,VILQ,386
00043CAMB,1992,VILQ,88
00043CAMB,2017,VILQ,642
00043CAMB,2011,VILQ,0
00043CAMB,2002,VILQ,198
00043CAMB,1986,VILQ,115
00043CAMB,2022,VILQ,286
00766SALM,2017,VILQ,71
00766SALM,1989,VILQ,12
00766SALM,2022,VILQ,164
00766SALM,1992,VILQ,31
00766SALM,2011,VILQ,218
00766SALM,2002,VILQ,219
00766SALM,2006,VILQ,170
00766SALM,1986,VILQ,25
00049CAMB,2017,VILQ,0
00049CAMB,2011,VILQ,0
00049CAMB,2022,VILQ,0
00792SALM,2022,VILQ,82
00792SALM,1986,VILQ,25
00792SALM,1992,VILQ,0
00792SALM,2002,VILQ,10
00792SALM,2017,VILQ,0
00792SALM,1989,VILQ,24
00792SALM,2011,VILQ,0
00791SALM,2022,VILQ,123
00791SALM,1992,VILQ,281
00791SALM,2011,VILQ,436
00791SALM,2002,VILQ,31
00791SALM,2017,VILQ,71
00791SALM,1989,VILQ,256
00791SALM,1986,VILQ,50
00791SALM,2006,VILQ,57
00046HOLB,2011,VILQ,0
00046HOLB,2017,VILQ,0
00046HOLB,2022,VILQ,0
00046HOLB,1986,VILQ,45
00046HOLB,2002,VILQ,0
00046HOLB,1992,VILQ,6
00046HOLB,1989,VILQ,0
00284SALM,1989,VILQ,36
00284SALM,1986,VILQ,25
00284SALM,2017,VILQ,0
00284SALM,2006,VILQ,23
00284SALM,2011,VILQ,0
00284SALM,1992,VILQ,69
00284SALM,2002,VILQ,10
00284SALM,2022,VILQ,0
00036CAMB,2022,VILQ,0
00036CAMB,2011,VILQ,0
00036CAMB,2017,VILQ,0
00033CAMB,1986,VILQ,25
00033CAMB,2017,VILQ,107
00033CAMB,2002,VILQ,63
00033CAMB,1992,VILQ,6
00033CAMB,2011,VILQ,73
00033CAMB,1989,VILQ,18
00033CAMB,2022,VILQ,0
00033CAMB,2006,VILQ,34
00733SALM,2011,VILQ,0
00733SALM,2002,VILQ,0
00733SALM,1992,VILQ,0
00733SALM,2017,VILQ,71
00733SALM,2006,VILQ,45
00733SALM,1989,VILQ,30
00733SALM,1986,VILQ,0
00733SALM,2022,VILQ,41
00774SALM,2011,VILQ,0
00774SALM,2017,VILQ,0
00774SALM,2022,VILQ,0
00354COMX,2011,VILQ,145
00354COMX,2002,VILQ,177
00354COMX,2017,VILQ,71
00354COMX,2022,VILQ,41
00354COMX,1989,VILQ,388
00354COMX,1986,VILQ,245
00354COMX,2006,VILQ,148
00354COMX,1992,VILQ,769
00742SALM,2022,VILQ,0
00742SALM,1989,VILQ,24
00742SALM,1992,VILQ,6
00742SALM,2006,VILQ,11
00742SALM,2011,VILQ,0
00742SALM,1986,VILQ,20
00742SALM,2002,VILQ,21
00742SALM,2017,VILQ,0
00757SALM,2017,VILQ,36
00757SALM,1992,VILQ,50
00757SALM,1989,VILQ,54
00757SALM,2022,VILQ,0
00757SALM,2011,VILQ,73
00757SALM,2002,VILQ,42
00757SALM,1986,VILQ,55
00679SALM,2011,VILQ,0
00679SALM,1992,VILQ,0
00679SALM,1989,VILQ,6
00679SALM,2002,VILQ,0
00679SALM,1986,VILQ,0
00679SALM,2017,VILQ,0
00679SALM,2022,VILQ,0
00584SALM,1986,VILQ,0
00584SALM,1992,VILQ,19
00584SALM,1989,VILQ,12
00584SALM,2002,VILQ,0
00584SALM,2022,VILQ,0
00584SALM,2011,VILQ,73
00584SALM,2017,VILQ,0
00017CAMB,1986,VILQ,895
00017CAMB,2022,VILQ,573
00017CAMB,1989,VILQ,1562
00017CAMB,2002,VILQ,1927
00017CAMB,2006,VILQ,795
00017CAMB,2017,VILQ,642
00017CAMB,2011,VILQ,835
00017CAMB,1992,VILQ,1213
00530SALM,1986,VILQ,25
00530SALM,1989,VILQ,18
00530SALM,2006,VILQ,34
00530SALM,2017,VILQ,0
00530SALM,2022,VILQ,82
00530SALM,2002,VILQ,0
00530SALM,1992,VILQ,44
00530SALM,2011,VILQ,0
00524SALM,2011,VILQ,0
00524SALM,2022,VILQ,0
00524SALM,1986,VILQ,90
00524SALM,1992,VILQ,0
00524SALM,1989,VILQ,0
00524SALM,2002,VILQ,0
00524SALM,2017,VILQ,0
00504SALM,2017,VILQ,0
00504SALM,1986,VILQ,0
00504SALM,2022,VILQ,0
00504SALM,1989,VILQ,6
00504SALM,2002,VILQ,0
00504SALM,2011,VILQ,0
00504SALM,1992,VILQ,0
00385SALM,2006,VILQ,1852
00385SALM,1989,VILQ,1538
00385SALM,1992,VILQ,1188
00385SALM,2002,VILQ,2927
00385SALM,1986,VILQ,1200
00385SALM,2011,VILQ,1561
00385SALM,2017,VILQ,1570
00385SALM,2022,VILQ,982
00517SALM,1989,VILQ,549
00517SALM,2022,VILQ,286
00517SALM,1986,VILQ,440
00517SALM,1992,VILQ,213
00517SALM,2006,VILQ,1114
00517SALM,2017,VILQ,785
00517SALM,2002,VILQ,1104
00517SALM,2011,VILQ,653
00412SALM,2017,VILQ,0
00412SALM,1992,VILQ,69
00412SALM,2022,VILQ,0
00412SALM,1986,VILQ,10
00412SALM,2011,VILQ,0
00412SALM,2002,VILQ,0
00412SALM,1989,VILQ,12
00446SALM,1989,VILQ,0
00446SALM,1986,VILQ,45
00446SALM,2002,VILQ,0
00446SALM,2022,VILQ,0
00446SALM,2011,VILQ,0
00446SALM,2017,VILQ,0
00446SALM,1992,VILQ,0
00476SALM,2017,VILQ,0
00476SALM,2022,VILQ,0
00476SALM,2011,VILQ,0
00002CAMB,2017,VILQ,71
00002CAMB,1989,VILQ,48
00002CAMB,2002,VILQ,750
00002CAMB,1986,VILQ,10
00002CAMB,2022,VILQ,0
00002CAMB,2011,VILQ,0
00002CAMB,1992,VILQ,0
00372SALM,2011,VILQ,0
00372SALM,2022,VILQ,0
00372SALM,1989,VILQ,60
00372SALM,1992,VILQ,563
00372SALM,2002,VILQ,0
00372SALM,1986,VILQ,20
00372SALM,2017,VILQ,0
00396SALM,2002,VILQ,0
00396SALM,2022,VILQ,0
00396SALM,1989,VILQ,113
00396SALM,1992,VILQ,0
00396SALM,1986,VILQ,0
00396SALM,2017,VILQ,36
00396SALM,2011,VILQ,73
00576SALM,1989,VILQ,95
00576SALM,2022,VILQ,41
00576SALM,2011,VILQ,0
00576SALM,2002,VILQ,260
00576SALM,2006,VILQ,45
00576SALM,1986,VILQ,40
00576SALM,2017,VILQ,36
00576SALM,1992,VILQ,144
00419SALM,1986,VILQ,55
00419SALM,2006,VILQ,11
00419SALM,2011,VILQ,0
00419SALM,1989,VILQ,107
00419SALM,1992,VILQ,63
00419SALM,2002,VILQ,83
00419SALM,2017,VILQ,36
00419SALM,2022,VILQ,0
00324SALM,2006,VILQ,227
00324SALM,1992,VILQ,469
00324SALM,1986,VILQ,445
00324SALM,2002,VILQ,250
00324SALM,2011,VILQ,508
00324SALM,2022,VILQ,286
00324SALM,2017,VILQ,392
00324SALM,1989,VILQ,942
00353SALM,1992,VILQ,319
00353SALM,2011,VILQ,36
00353SALM,2022,VILQ,409
00353SALM,1989,VILQ,0
00353SALM,2006,VILQ,261
00353SALM,2017,VILQ,107
00353SALM,2002,VILQ,94
00353SALM,1986,VILQ,0
00292SALM,1986,VILQ,130
00292SALM,1992,VILQ,263
00292SALM,2011,VILQ,109
00292SALM,2022,VILQ,41
00292SALM,2006,VILQ,148
00292SALM,1989,VILQ,83
00292SALM,2017,VILQ,0
00292SALM,2002,VILQ,63
00329SALM,1986,VILQ,165
00329SALM,1992,VILQ,131
00329SALM,2011,VILQ,0
00329SALM,1989,VILQ,203
00329SALM,2017,VILQ,0
00329SALM,2002,VILQ,146
00329SALM,2022,VILQ,0
00370SALM,2022,VILQ,0
00370SALM,2017,VILQ,0
00370SALM,2011,VILQ,0
00316SALM,1989,VILQ,0
00316SALM,2002,VILQ,0
00316SALM,2011,VILQ,0
00316SALM,1992,VILQ,63
00316SALM,2022,VILQ,0
00316SALM,2017,VILQ,0
00316SALM,1986,VILQ,0
00334SALM,2011,VILQ,109
00334SALM,2006,VILQ,125
00334SALM,2017,VILQ,285
00334SALM,1986,VILQ,455
00334SALM,1992,VILQ,200
00334SALM,2022,VILQ,164
00334SALM,2002,VILQ,302
00334SALM,1989,VILQ,572
00281SALM,2011,VILQ,0
00281SALM,2002,VILQ,10
00281SALM,2022,VILQ,0
00281SALM,1989,VILQ,36
00281SALM,1992,VILQ,6
00281SALM,2017,VILQ,0
00281SALM,1986,VILQ,30
00451PARK,1986,VILQ,25
00451PARK,2011,VILQ,0
00451PARK,2017,VILQ,0
00451PARK,2002,VILQ,10
00451PARK,1992,VILQ,0
00451PARK,2022,VILQ,0
00451PARK,1989,VILQ,0
00485SALM,2006,VILQ,11
00485SALM,1986,VILQ,0
00485SALM,2011,VILQ,0
00485SALM,1992,VILQ,0
00485SALM,2017,VILQ,107
00485SALM,2002,VILQ,63
00485SALM,1989,VILQ,18
00485SALM,2022,VILQ,0
00815COMX,2002,VILQ,0
00815COMX,1992,VILQ,0
00815COMX,2006,VILQ,68
00815COMX,2011,VILQ,0
00815COMX,1989,VILQ,12
00815COMX,1986,VILQ,0
00815COMX,2022,VILQ,0
00815COMX,2017,VILQ,0
00231SALM,2022,VILQ,0
00231SALM,2011,VILQ,0
00231SALM,2017,VILQ,0
00231SALM,2002,VILQ,42
00231SALM,1989,VILQ,149
00231SALM,1992,VILQ,169
00231SALM,2006,VILQ,170
00231SALM,1986,VILQ,30
00261SALM,2011,VILQ,0
00261SALM,2022,VILQ,0
00261SALM,2017,VILQ,0
00190SALM,1986,VILQ,250
00190SALM,1992,VILQ,119
00190SALM,1989,VILQ,352
00190SALM,2017,VILQ,71
00190SALM,2002,VILQ,104
00190SALM,2006,VILQ,193
00190SALM,2011,VILQ,145
00190SALM,2022,VILQ,82
00241SALM,2022,VILQ,0
00241SALM,2011,VILQ,73
00241SALM,2017,VILQ,0
00241SALM,1992,VILQ,88
00241SALM,2006,VILQ,11
00241SALM,1986,VILQ,50
00241SALM,2002,VILQ,21
00241SALM,1989,VILQ,221
00232SALM,1989,VILQ,42
00232SALM,2022,VILQ,0
00232SALM,1992,VILQ,0
00232SALM,2017,VILQ,0
00232SALM,1986,VILQ,0
00232SALM,2011,VILQ,0
00232SALM,2002,VILQ,0
00254SALM,1992,VILQ,13
00254SALM,2017,VILQ,0
00254SALM,2022,VILQ,0
00254SALM,1989,VILQ,18
00254SALM,2006,VILQ,91
00254SALM,2011,VILQ,0
00254SALM,1986,VILQ,0
00254SALM,2002,VILQ,10
00253SALM,2022,VILQ,0
00253SALM,1989,VILQ,42
00253SALM,1992,VILQ,63
00253SALM,2002,VILQ,0
00253SALM,2011,VILQ,0
00253SALM,2017,VILQ,0
00253SALM,2006,VILQ,102
00253SALM,1986,VILQ,55
00158SALM,2017,VILQ,0
00158SALM,2022,VILQ,41
00158SALM,2002,VILQ,63
00158SALM,1992,VILQ,44
00158SALM,1986,VILQ,85
00158SALM,2006,VILQ,80
00158SALM,2011,VILQ,0
00158SALM,1989,VILQ,131
00155SALM,2002,VILQ,625
00155SALM,2011,VILQ,290
00155SALM,2017,VILQ,999
00155SALM,2006,VILQ,739
00155SALM,1986,VILQ,255
00155SALM,2022,VILQ,532
00155SALM,1992,VILQ,575
00155SALM,1989,VILQ,358
00144SALM,1992,VILQ,31
00144SALM,2017,VILQ,0
00144SALM,1989,VILQ,0
00144SALM,2022,VILQ,0
00144SALM,2002,VILQ,0
00144SALM,1986,VILQ,15
00144SALM,2011,VILQ,73
00125SALM,2002,VILQ,0
00125SALM,2011,VILQ,0
00125SALM,1986,VILQ,5
00125SALM,2017,VILQ,0
00125SALM,2022,VILQ,0
00125SALM,1989,VILQ,18
00125SALM,1992,VILQ,0
00117SALM,2017,VILQ,107
00117SALM,1989,VILQ,400
00117SALM,2022,VILQ,82
00117SALM,2011,VILQ,36
00117SALM,2006,VILQ,57
00117SALM,2002,VILQ,167
00117SALM,1992,VILQ,369
00117SALM,1986,VILQ,275
00078SALM,2002,VILQ,490
00078SALM,2022,VILQ,327
00078SALM,1992,VILQ,613
00078SALM,1989,VILQ,1103
00078SALM,1986,VILQ,550
00078SALM,2011,VILQ,399
00078SALM,2006,VILQ,341
00078SALM,2017,VILQ,250
00098SALM,2017,VILQ,464
00098SALM,1992,VILQ,675
00098SALM,2022,VILQ,286
00098SALM,1989,VILQ,716
00098SALM,2011,VILQ,508
00098SALM,2006,VILQ,432
00098SALM,1986,VILQ,590
00098SALM,2002,VILQ,385
00101SALM,2011,VILQ,0
00101SALM,2022,VILQ,0
00101SALM,1992,VILQ,6
00101SALM,1989,VILQ,6
00101SALM,1986,VILQ,20
00101SALM,2002,VILQ,0
00101SALM,2017,VILQ,36
00097SALM,2017,VILQ,571
00097SALM,1992,VILQ,488
00097SALM,2022,VILQ,327
00097SALM,2011,VILQ,617
00097SALM,2006,VILQ,534
00097SALM,1989,VILQ,680
00097SALM,2002,VILQ,844
00097SALM,1986,VILQ,590
00079SALM,1986,VILQ,45
00079SALM,1992,VILQ,0
00079SALM,2002,VILQ,115
00079SALM,2017,VILQ,107
00079SALM,2011,VILQ,254
00079SALM,2022,VILQ,82
00079SALM,1989,VILQ,113
00079SALM,2006,VILQ,114
00090SALM,2022,VILQ,0
00090SALM,2002,VILQ,0
00090SALM,2006,VILQ,23
00090SALM,2017,VILQ,0
00090SALM,1986,VILQ,20
00090SALM,1992,VILQ,31
00090SALM,1989,VILQ,107
00090SALM,2011,VILQ,36
00051GOLD,1992,VILQ,6
00051GOLD,1986,VILQ,25
00051GOLD,2017,VILQ,0
00051GOLD,2011,VILQ,0
00051GOLD,2022,VILQ,0
00051GOLD,2002,VILQ,0
00051GOLD,1989,VILQ,0
01120COMX,1992,VILQ,0
01120COMX,2006,VILQ,23
01120COMX,2022,VILQ,0
01120COMX,1989,VILQ,18
01120COMX,1986,VILQ,15
01120COMX,2002,VILQ,0
01120COMX,2017,VILQ,0
01120COMX,2011,VILQ,0
00023PARK,2017,VILQ,0
00023PARK,2022,VILQ,41
00023PARK,2011,VILQ,36
00023PARK,1986,VILQ,0
00023PARK,2006,VILQ,34
00023PARK,1992,VILQ,138
00023PARK,1989,VILQ,30
00023PARK,2002,VILQ,0
00837SALM,2017,VILQ,0
00837SALM,1989,VILQ,54
00837SALM,1992,VILQ,0
00837SALM,2006,VILQ,23
00837SALM,2011,VILQ,0
00837SALM,1986,VILQ,0
00837SALM,2022,VILQ,0
00837SALM,2002,VILQ,0
00706SALM,2006,VILQ,23
00706SALM,2002,VILQ,531
00706SALM,1989,VILQ,0
00706SALM,2022,VILQ,41
00706SALM,1992,VILQ,263
00706SALM,1986,VILQ,0
00706SALM,2017,VILQ,143
00706SALM,2011,VILQ,73
00251CAMB,2002,VILQ,0
00251CAMB,2017,VILQ,0
00251CAMB,2011,VILQ,0
00251CAMB,2022,VILQ,0
00251CAMB,1989,VILQ,18
00251CAMB,1986,VILQ,0
00251CAMB,1992,VILQ,0
00723CAMB,2022,VILQ,0
00723CAMB,2017,VILQ,0
00723CAMB,2011,VILQ,36
00567COMX,2022,VILQ,41
00567COMX,2017,VILQ,0
00567COMX,2011,VILQ,145
00134CAMB,2022,VILQ,0
00134CAMB,2017,VILQ,0
00134CAMB,2011,VILQ,0
00899ALBN,2006,VILQ,57
00899ALBN,1989,VILQ,0
00899ALBN,2017,VILQ,0
00899ALBN,1986,VILQ,0
00899ALBN,2002,VILQ,0
00899ALBN,1992,VILQ,0
00899ALBN,2022,VILQ,0
00899ALBN,2011,VILQ,0
00583SANJ,2011,VILQ,0
00583SANJ,1992,VILQ,0
00583SANJ,2002,VILQ,0
00583SANJ,2017,VILQ,0
00583SANJ,1989,VILQ,0
00583SANJ,2022,VILQ,0
00583SANJ,1986,VILQ,20
00566SANJ,1986,VILQ,760
00566SANJ,2011,VILQ,472
00566SANJ,2017,VILQ,499
00566SANJ,2002,VILQ,625
00566SANJ,1989,VILQ,871
00566SANJ,2022,VILQ,2087
00566SANJ,1992,VILQ,1050
00566SANJ,2006,VILQ,1466
01145ALBN,2011,VILQ,0
01145ALBN,2017,VILQ,36
01145ALBN,2022,VILQ,0
00549SANJ,1989,VILQ,12
00549SANJ,2011,VILQ,36
00549SANJ,2017,VILQ,0
00549SANJ,1986,VILQ,95
00549SANJ,2022,VILQ,41
00549SANJ,2002,VILQ,31
00549SANJ,2006,VILQ,625
00549SANJ,1992,VILQ,44
00542SANJ,2017,VILQ,0
00542SANJ,2011,VILQ,0
00542SANJ,2022,VILQ,0
00537SANJ,1989,VILQ,36
00537SANJ,1992,VILQ,156
00537SANJ,2017,VILQ,0
00537SANJ,2002,VILQ,115
00537SANJ,1986,VILQ,270
00537SANJ,2011,VILQ,0
00537SANJ,2022,VILQ,0
00530SANJ,2011,VILQ,73
00530SANJ,2022,VILQ,41
00530SANJ,1989,VILQ,72
00530SANJ,2017,VILQ,0
00530SANJ,1992,VILQ,113
00530SANJ,1986,VILQ,95
00530SANJ,2002,VILQ,0
00519SANJ,2022,VILQ,0
00519SANJ,2002,VILQ,0
00519SANJ,1989,VILQ,0
00519SANJ,2017,VILQ,0
00519SANJ,1992,VILQ,131
00519SANJ,2011,VILQ,0
00519SANJ,1986,VILQ,0
00508SANJ,1992,VILQ,0
00508SANJ,1986,VILQ,65
00508SANJ,2011,VILQ,0
00508SANJ,2017,VILQ,0
00508SANJ,1989,VILQ,221
00508SANJ,2002,VILQ,83
00508SANJ,2022,VILQ,0
00523SANJ,2006,VILQ,34
00523SANJ,1992,VILQ,0
00523SANJ,2017,VILQ,0
00523SANJ,1986,VILQ,0
00523SANJ,2011,VILQ,36
00523SANJ,1989,VILQ,6
00523SANJ,2022,VILQ,0
00523SANJ,2002,VILQ,0
00528SANJ,1989,VILQ,674
00528SANJ,1992,VILQ,294
00528SANJ,2017,VILQ,36
00528SANJ,2022,VILQ,41
00528SANJ,1986,VILQ,460
00528SANJ,2006,VILQ,80
00528SANJ,2011,VILQ,182
00528SANJ,2002,VILQ,250
00486SANJ,2017,VILQ,0
00486SANJ,2011,VILQ,0
00486SANJ,2022,VILQ,0
00495SANJ,1986,VILQ,140
00495SANJ,1992,VILQ,113
00495SANJ,1989,VILQ,72
00495SANJ,2011,VILQ,36
00495SANJ,2002,VILQ,31
00495SANJ,2006,VILQ,57
00495SANJ,2017,VILQ,0
00495SANJ,2022,VILQ,0
00433SANJ,1986,VILQ,175
00433SANJ,1989,VILQ,113
00433SANJ,2022,VILQ,0
00433SANJ,1992,VILQ,119
00433SANJ,2011,VILQ,0
00433SANJ,2017,VILQ,0
00433SANJ,2002,VILQ,63
00469SANJ,2011,VILQ,0
00469SANJ,1989,VILQ,12
00469SANJ,2017,VILQ,0
00469SANJ,2022,VILQ,0
00469SANJ,2002,VILQ,21
00469SANJ,1992,VILQ,31
00469SANJ,1986,VILQ,5
00460SANJ,2022,VILQ,0
00460SANJ,1989,VILQ,0
00460SANJ,1986,VILQ,15
00460SANJ,2011,VILQ,0
00460SANJ,1992,VILQ,0
00460SANJ,2002,VILQ,0
00460SANJ,2017,VILQ,0
00000SANJ,2017,VILQ,0
00000SANJ,2022,VILQ,0
00000SANJ,1992,VILQ,0
00000SANJ,2002,VILQ,0
00000SANJ,1986,VILQ,0
00000SANJ,1989,VILQ,60
00000SANJ,2011,VILQ,0
00438SANJ,1992,VILQ,0
00438SANJ,2002,VILQ,0
00438SANJ,1986,VILQ,0
00438SANJ,1989,VILQ,18
00438SANJ,2022,VILQ,0
00438SANJ,2017,VILQ,0
00438SANJ,2011,VILQ,0
00426SANJ,2006,VILQ,205
00426SANJ,2011,VILQ,36
00426SANJ,2022,VILQ,205
00426SANJ,1986,VILQ,515
00426SANJ,2002,VILQ,688
00426SANJ,2017,VILQ,36
00426SANJ,1992,VILQ,731
00426SANJ,1989,VILQ,149
00254VICT,2022,VILQ,0
00254VICT,2017,VILQ,0
00254VICT,2011,VILQ,0
00425SANJ,1989,VILQ,352
00425SANJ,2006,VILQ,11
00425SANJ,2002,VILQ,156
00425SANJ,2011,VILQ,0
00425SANJ,2017,VILQ,0
00425SANJ,2022,VILQ,0
00425SANJ,1986,VILQ,60
00425SANJ,1992,VILQ,363
00429SANJ,2002,VILQ,0
00429SANJ,2022,VILQ,0
00429SANJ,1989,VILQ,6
00429SANJ,2011,VILQ,0
00429SANJ,1986,VILQ,0
00429SANJ,1992,VILQ,0
00429SANJ,2017,VILQ,0
00457SANJ,1986,VILQ,145
00457SANJ,1992,VILQ,88
00457SANJ,2022,VILQ,82
00457SANJ,1989,VILQ,78
00457SANJ,2002,VILQ,31
00457SANJ,2011,VILQ,73
00457SANJ,2017,VILQ,0
